mesh_ui,canonical,synonym
D013129,Spinal Puncture,spinal puncture
D013147,Spirometry,spirometry
D013194,Staining and Labeling,staining and labeling
D013194,Staining and Labeling,staining
D013194,Staining and Labeling,histological labeling
D013216,"Reflex, Startle","reflex, moro"
D013216,"Reflex, Startle",acoustic startle reflex
D013216,"Reflex, Startle","reflex, startle"
D013318,Stroke Volume,ventricular end-systolic volume
D013318,Stroke Volume,ventricular ejection fraction
D013318,Stroke Volume,stroke volume
D013318,Stroke Volume,ventricular end-diastolic volume
D013382,Subtraction Technique,subtraction technique
D013588,Syphilis Serodiagnosis,wassermann reaction
D013588,Syphilis Serodiagnosis,syphilis serodiagnosis
D013588,Syphilis Serodiagnosis,kahn test
D013686,Telemetry,telemetry
D013817,Thermography,thermography
D013826,Theta Rhythm,theta rhythm
D013851,Thinness,underweight
D013851,Thinness,thinness
D013902,"Radiography, Thoracic","radiography, thoracic"
D013906,Thoracoscopy,thoracoscopy
D013906,Thoracoscopy,"surgical procedures, thoracoscopic"
D013916,Thrombelastography,thrombelastography
D013916,Thrombelastography,thromboelastometry
D013918,Thrombin Time,thrombin time
D013960,Thyroid Function Tests,jostel's tsh index
D013960,Thyroid Function Tests,thyrotroph thyroid hormone sensitivity index
D013960,Thyroid Function Tests,secretory capacity of the thyroid gland
D013960,Thyroid Function Tests,protein-bound iodine test
D013960,Thyroid Function Tests,thyroid function tests
D013960,Thyroid Function Tests,sum activity of peripheral deiodinases
D013990,Tidal Volume,tidal volume
D014021,Tissue Preservation,tissue preservation
D014054,Tomography,tomography
D014055,"Tomography, Emission-Computed","tomography, emission-computed"
D014056,"Tomography, X-Ray","tomography, x-ray"
D014057,"Tomography, X-Ray Computed",electron beam computed tomography
D014057,"Tomography, X-Ray Computed",cine-ct
D014057,"Tomography, X-Ray Computed","tomography, x-ray computerized axial"
D014057,"Tomography, X-Ray Computed","tomography, x-ray computed"
D014065,"Tonometry, Ocular","tonometry, ocular"
D014109,Total Lung Capacity,total lung capacity
D014172,Transillumination,diaphanography
D014172,Transillumination,transillumination
D014209,Treponema Immobilization Test,treponema immobilization test
D014374,Tuberculin Test,tuberculin test
D014410,Tumor Stem Cell Assay,tumor stem cell assay
D014463,Ultrasonography,"tomography, ultrasonic"
D014463,Ultrasonography,ultrasonography
D014463,Ultrasonography,"diagnosis, ultrasonic"
D014463,Ultrasonography,"echotomography, computer"
D014546,Urinary Catheterization,"catheterization, urethral"
D014546,Urinary Catheterization,foley catheterization
D014546,Urinary Catheterization,urinary catheterization
D014546,Urinary Catheterization,"catheterization, ureteral"
D014567,Urography,urography
D014567,Urography,pyelogram
D014626,Vaginal Smears,vaginal smears
D014636,Valsalva Maneuver,valsalva maneuver
D014672,Vectorcardiography,vectorcardiography
D014672,Vectorcardiography,polarcardiography
D014692,Ventilation-Perfusion Ratio,ventilation-perfusion ratio
D014695,Cerebral Ventriculography,cerebral ventriculography
D014724,Vestibular Function Tests,vestibular function tests
D014776,Virus Cultivation,virus cultivation
D014787,Vision Tests,vision tests
D014792,Visual Acuity,visual acuity
D014797,Vital Capacity,forced vital capacity
D014797,Vital Capacity,vital capacity
D014914,Whole Blood Coagulation Time,whole blood coagulation time
D014938,Work Capacity Evaluation,work capacity evaluation
D014939,Work of Breathing,work of breathing
D014984,Xeromammography,xeromammography
D014986,Xeroradiography,xeroradiography
D015148,Cardiotocography,internal cardiotocography
D015148,Cardiotocography,external cardiotocography
D015148,Cardiotocography,cardiotocography
D015148,Cardiotocography,cardiotocogram
D015150,"Echocardiography, Doppler","echocardiography, doppler"
D015150,"Echocardiography, Doppler",2d doppler echocardiography
D015150,"Echocardiography, Doppler","echocardiography, continuous doppler"
D015166,"Monitoring, Immunologic","monitoring, immunologic"
D015166,"Monitoring, Immunologic",radioimmunologic monitoring
D015169,"Colony Count, Microbial",spore count
D015169,"Colony Count, Microbial",fungal count
D015169,"Colony Count, Microbial",agar dilution count
D015169,"Colony Count, Microbial","colony count, microbial"
D015169,"Colony Count, Microbial",pour plate count
D015169,"Colony Count, Microbial",spread plate count
D015169,"Colony Count, Microbial",streak plate count
D015190,Blood Glucose Self-Monitoring,blood glucose self-monitoring
D015193,Chorionic Villi Sampling,chorionic villi sampling
D015200,Fluoroimmunoassay,time-resolved immunofluorometric assay
D015200,Fluoroimmunoassay,fluoroimmunoassay
D015225,Magnetoencephalography,magnetoencephalography
D015309,Glucose Clamp Technique,glucose clamping
D015309,Glucose Clamp Technique,euglycemic clamp
D015309,Glucose Clamp Technique,glucose clamp technique
D015350,Contrast Sensitivity,contrast sensitivity
D015351,Vision Screening,vision screening
D015373,Bacterial Typing Techniques,bacteriocin typing
D015373,Bacterial Typing Techniques,bacterial typing techniques
D015373,Bacterial Typing Techniques,bacterial typing
D015373,Bacterial Typing Techniques,"biotyping, bacterial"
D015492,AIDS Serodiagnosis,aids serodiagnosis
D015502,"Absorptiometry, Photon","absorptiometry, x-ray"
D015502,"Absorptiometry, Photon","radiographic absorptiometry, dual-energy"
D015502,"Absorptiometry, Photon","densitometry, x-ray"
D015502,"Absorptiometry, Photon",dual-energy x-ray absorptiometry
D015502,"Absorptiometry, Photon",dual-energy x-ray absorptiometry scan
D015502,"Absorptiometry, Photon","absorptiometry, photon"
D015502,"Absorptiometry, Photon",single-photon absorptiometry
D015502,"Absorptiometry, Photon",dual-photon absorptiometry
D015531,Radioimmunoprecipitation Assay,radioimmunoprecipitation assay
D015549,Basophil Degranulation Test,basophil degranulation test
D015588,Observer Variation,interobserver variation
D015588,Observer Variation,intraobserver variation
D015588,Observer Variation,observer variation
D015590,Fluorophotometry,fluorophotometry
D015610,Serum Bactericidal Test,serum bactericidal test
D015635,Radionuclide Ventriculography,radionuclide ventriculography
D015637,Gated Blood-Pool Imaging,gated blood-pool imaging
D015641,"Radiography, Interventional","radiography, interventional"
D015646,"Ventriculography, First-Pass","ventriculography, first-pass"
D015716,"Electrocardiography, Ambulatory",holter electrocardiography
D015716,"Electrocardiography, Ambulatory","electrocardiography, ambulatory"
D015899,"Tomography, Emission-Computed, Single-Photon","tomography, emission-computed, single-photon"
D015900,"Radiography, Dual-Energy Scanned Projection","radiography, dual-energy scanned projection"
D015901,"Angiography, Digital Subtraction","angiography, digital subtraction"
D015903,Moire Topography,moire photographs
D015903,Moire Topography,moire patterns
D015903,Moire Topography,moire topography
D015907,Hysteroscopy,hysteroscopic surgical procedures
D015907,Hysteroscopy,hysteroscopy
D015925,Cryopreservation,cryopreservation
D015925,Cryopreservation,cryonic suspension
D015927,Skin Test End-Point Titration,skin test end-point titration
D015927,Skin Test End-Point Titration,rinkel serial dilution titration
D015941,Complement Hemolytic Activity Assay,complement hemolytic activity assay
D015941,Complement Hemolytic Activity Assay,serum complement titer
D015941,Complement Hemolytic Activity Assay,whole complement titer
D015941,Complement Hemolytic Activity Assay,complement h50
D015941,Complement Hemolytic Activity Assay,total hemolytic complement
D015992,Body Mass Index,body mass index
D015997,Neonatal Screening,neonatal screening
D016059,"Range of Motion, Articular",passive range of motion
D016059,"Range of Motion, Articular","range of motion, articular"
D016099,"Endoscopy, Gastrointestinal","endoscopy, gastrointestinal"
D016099,"Endoscopy, Gastrointestinal","surgical procedures, endoscopic gastrointestinal"
D016130,Immunophenotyping,lymphocyte immunophenotyping
D016130,Immunophenotyping,immunophenotyping
D016130,Immunophenotyping,lymphocyte subtyping
D016145,"Endoscopy, Digestive System",digestive system endoscopic surgical procedures
D016145,"Endoscopy, Digestive System",esophagogastroduodenoscopy
D016145,"Endoscopy, Digestive System","endoscopy, digestive system"
D016216,"Ultrasonography, Prenatal",fetal ultrasonography
D016216,"Ultrasonography, Prenatal","ultrasonography, prenatal"
D016217,"Ultrasonography, Mammary","ultrasonography, mammary"
D016231,Fluorescence Polarization Immunoassay,fluorescence polarization immunoassay
D016252,"Microscopy, Scanning Tunneling","microscopy, scanning tunneling"
D016253,"Microscopy, Immunoelectron","microscopy, immunoelectron"
D016300,"Radiography, Bitewing","radiography, bitewing"
D016319,Corrosion Casting,corrosion casting
D016343,"Monitoring, Intraoperative","monitoring, intraoperative"
D016353,Self-Examination,self-examination
D016482,Urinalysis,urinalysis
D016504,Breast Self-Examination,breast self-examination
D016508,Fluorescent Treponemal Antibody-Absorption Test,fluorescent treponemal antibody-absorption test
D016516,CD4-CD8 Ratio,cd4-cd8 ratio
D016533,Mycological Typing Techniques,"biotyping, mycological"
D016533,Mycological Typing Techniques,"typing, fungal"
D016533,Mycological Typing Techniques,mycological typing techniques
D016591,Histocytological Preparation Techniques,histocytological preparation techniques
D016610,Tissue Embedding,tissue embedding
D016612,Paraffin Embedding,paraffin embedding
D016613,Plastic Embedding,plastic embedding
D016616,Cryoultramicrotomy,cryoultramicrotomy
D016622,Silver Staining,silver staining
D016622,Silver Staining,silver nitrate staining
D016624,Negative Staining,negative staining
D016626,"Shadowing Technique, Histology","shadowing technique, histology"
D016628,Replica Techniques,replica techniques
D016707,Tissue Fixation,tissue fixation
D016719,Radioimmunodetection,radioimmunodetection
D016896,Treatment Outcome,clinical effectiveness
D016896,Treatment Outcome,rehabilitation outcome
D016896,Treatment Outcome,patient-relevant outcome
D016896,Treatment Outcome,treatment efficacy
D016896,Treatment Outcome,treatment outcome
D016903,Drug Monitoring,drug monitoring
D016903,Drug Monitoring,therapeutic drug monitoring
D017023,Coronary Angiography,coronary angiography
D017078,Laser-Doppler Flowmetry,laser-doppler flowmetry
D017078,Laser-Doppler Flowmetry,"velocimetry, laser-doppler"
D017110,Freeze Substitution,freeze substitution
D017156,Photoplethysmography,photoplethysmography
D017211,Treatment Failure,treatment failure
D017218,Cordocentesis,cordocentesis
D017286,Polysomnography,polysomnography
D017348,"Microscopy, Electron, Scanning Transmission","microscopy, electron, scanning transmission"
D017352,Echo-Planar Imaging,echo-planar imaging
D017352,Echo-Planar Imaging,echo-planar mr tomography
D017403,In Situ Hybridization,in situ hybridization
D017404,"In Situ Hybridization, Fluorescence","in situ hybridization, fluorescence"
D017546,Angioscopy,angioscopic surgical procedures
D017546,Angioscopy,angioscopy
D017548,"Echocardiography, Transesophageal","echocardiography, transesophageal"
D017584,Reproductive History,birth history
D017584,Reproductive History,contraceptive history
D017584,Reproductive History,pregnancy history
D017584,Reproductive History,reproductive history
D017585,"Ultrasonography, Doppler, Transcranial","ultrasonography, doppler, transcranial"
D017585,"Ultrasonography, Doppler, Transcranial",neurosonology
D017591,Petrosal Sinus Sampling,petrosal sinus sampling
D017603,"Signal Detection, Psychological","signal detection, psychological"
D017701,Reticulocyte Count,reticulocyte count
D017831,"Diagnosis, Dual (Psychiatry)","diagnosis, dual (psychiatry)"
D018084,"Ultrasonography, Interventional","ultrasonography, intravascular"
D018084,"Ultrasonography, Interventional","ultrasonography, interventional"
D018447,Medical Futility,futility
D018447,Medical Futility,futile treatment
D018447,Medical Futility,treatment futility
D018447,Medical Futility,medical futility
D018568,Crown-Rump Length,crown-rump length
D018572,Disease-Free Survival,disease-free survival
D018590,Uterine Monitoring,tocograms
D018590,Uterine Monitoring,uterine monitoring
D018608,"Ultrasonography, Doppler","ultrasonography, doppler"
D018608,"Ultrasonography, Doppler",doppler ultrasound imaging
D018613,"Microscopy, Confocal","microscopy, confocal"
D018613,"Microscopy, Confocal",laser scanning microscopy
D018613,"Microscopy, Confocal","microscopy, confocal, laser scanning"
D018613,"Microscopy, Confocal",laser microscopy
D018615,"Ultrasonography, Doppler, Color","ultrasonography, doppler, color"
D018616,"Ultrasonography, Doppler, Duplex","ultrasonography, doppler, duplex"
D018617,"Ultrasonography, Doppler, Pulsed","ultrasonography, doppler, pulsed"
D018618,"Echocardiography, Doppler, Color","echocardiography, doppler, color"
D018619,"Echocardiography, Doppler, Pulsed","echocardiography, doppler, pulsed"
D018625,"Microscopy, Atomic Force","microscopy, atomic force"
D018655,Lymphocyte Count,lymphocyte count
D018660,"Blood Pressure Monitoring, Ambulatory","blood pressure monitoring, self"
D018660,"Blood Pressure Monitoring, Ambulatory","blood pressure monitoring, home"
D018660,"Blood Pressure Monitoring, Ambulatory","blood pressure monitoring, ambulatory"
D018666,Ureteroscopy,"surgical procedures, ureteroscopic"
D018666,Ureteroscopy,ureteroscopy
D018667,Tilt-Table Test,tilt-table test
D018670,"Monitoring, Ambulatory","monitoring, ambulatory"
D018715,"Microscopy, Video","microscopy, video"
D018737,Hand Strength,hand strength
D018737,Hand Strength,grip
D018780,Body Surface Potential Mapping,body surface potential mapping
D018791,CD4 Lymphocyte Count,cd4 lymphocyte count
D018810,Magnetic Resonance Angiography,time of flight mra
D018810,Magnetic Resonance Angiography,contrast enhanced mra
D018810,Magnetic Resonance Angiography,magnetic resonance angiography
D018929,Cell Culture Techniques,cell culture techniques
D018962,Phlebotomy,phlebotomy
D018962,Phlebotomy,venipuncture
D019028,"Magnetic Resonance Imaging, Cine","magnetic resonance imaging, cine"
D019044,Image Cytometry,image cytometry
D019066,Facies,facies
D019084,"Fluorescent Antibody Technique, Indirect",indirect immunofluorescence
D019084,"Fluorescent Antibody Technique, Indirect","fluorescent antibody technique, indirect"
D019085,"Fluorescent Antibody Technique, Direct",direct immunofluorescence
D019085,"Fluorescent Antibody Technique, Direct","fluorescent antibody technique, direct"
D019092,Conization,conization
D019152,Paracentesis,paracentesis
D019152,Paracentesis,culdocentesis
D019160,Endosonography,endosonography
D019160,Endosonography,"ultrasonography, endoscopic"
D019252,"Radiography, Dental, Digital",digora
D019252,"Radiography, Dental, Digital",dental radiovisiography
D019252,"Radiography, Dental, Digital","radiography, dental, digital"
D019252,"Radiography, Dental, Digital",scanora
D019252,"Radiography, Dental, Digital","digital dental radiography, direct"
D019252,"Radiography, Dental, Digital",sens-a-ray
D019252,"Radiography, Dental, Digital",visualix
D019265,"Spectroscopy, Near-Infrared","spectroscopy, near-infrared"
D019296,Capnography,capnography
D019411,Clinical Laboratory Techniques,clinical laboratory testings
D019411,Clinical Laboratory Techniques,clinical laboratory tests
D019411,Clinical Laboratory Techniques,clinical laboratory techniques
D019411,Clinical Laboratory Techniques,clinical laboratory diagnoses
D019411,Clinical Laboratory Techniques,laboratory examinations and diagnoses
D019411,Clinical Laboratory Techniques,laboratory diagnosis
D019560,"Echocardiography, Three-Dimensional","echocardiography, three-dimensional"
D019561,"Echocardiography, Four-Dimensional","echocardiography, four-dimensional"
D019562,Viral Load,viral load
D019562,Viral Load,virus titer
D019781,Corneal Topography,corneal topography
D019781,Corneal Topography,videokeratography
D019836,Preimplantation Diagnosis,preimplantation screening
D019836,Preimplantation Diagnosis,preimplantation diagnosis
D019841,Defecography,defecography
D019934,International Normalized Ratio,international normalized ratio
D019937,Diagnostic Techniques and Procedures,diagnostic techniques and procedures
D019963,Clinical Chemistry Tests,clinical chemistry tests
D020223,Chromosome Painting,chromosome painting
D020285,Cryoelectron Microscopy,cryoelectron microscopy
D020401,Primed In Situ Labeling,primed in situ labeling
D020519,Pericardiocentesis,pericardiocentesis
D020525,Xenodiagnosis,xenodiagnosis
D020527,"Microscopy, Scanning Probe","microscopy, scanning probe"
D020535,Video-Assisted Surgery,video-assisted surgery
D020567,Fetal Weight,fetal weight
D020678,Microscopic Angioscopy,microscopic angioscopy
D020678,Microscopic Angioscopy,nailfold capillaroscopy
D020678,Microscopic Angioscopy,videocapillaroscopy
D020732,Cytogenetic Analysis,cytogenetic analysis
D020775,"Thoracic Surgery, Video-Assisted","thoracic surgery, video-assisted"
D021261,Parasitic Sensitivity Tests,parasitic sensitivity tests
D021261,Parasitic Sensitivity Tests,protozoal drug sensitivity tests
D021261,Parasitic Sensitivity Tests,helminth drug sensitivity tests
D021521,Ribotyping,ribotyping
D021521,Ribotyping,ribotype
D021521,Ribotyping,riboprint
D021521,Ribotyping,riboprinting
D021621,"Imaging, Three-Dimensional",3-d image
D021621,"Imaging, Three-Dimensional","imaging, three-dimensional"
D021621,"Imaging, Three-Dimensional","imaging, three-dimensional, computer assisted"
D021701,Sentinel Lymph Node Biopsy,sentinel lymph node biopsy
D022062,"Electrophysiologic Techniques, Cardiac","programmed electrostimulation, cardiac"
D022062,"Electrophysiologic Techniques, Cardiac",intracardiac electrogram
D022062,"Electrophysiologic Techniques, Cardiac",intra-atrial electrogram
D022062,"Electrophysiologic Techniques, Cardiac","electrophysiological techniques, intracardiac"
D022062,"Electrophysiologic Techniques, Cardiac","electrophysiologic techniques, cardiac"
D022062,"Electrophysiologic Techniques, Cardiac","electrophysiologic study, cardiac"
D022062,"Electrophysiologic Techniques, Cardiac",his bundle electrogram
D022062,"Electrophysiologic Techniques, Cardiac",transesophageal electrophysiologic study
D023441,Local Lymph Node Assay,local lymph node assay
D023842,"Rhinometry, Acoustic","rhinometry, acoustic"
D023861,"Photography, Dental","photography, intraoral"
D023861,"Photography, Dental","photography, orthodontic"
D023861,"Photography, Dental","photography, dental"
D023881,"Colonography, Computed Tomographic","colonography, computed tomographic"
D025202,Molecular Diagnostic Techniques,molecular diagnostic techniques
D025202,Molecular Diagnostic Techniques,molecular diagnostic testing
D025363,Rhinomanometry,rhinomanometry
D025401,"Echocardiography, Stress","echocardiography, stress, dobutamine"
D025401,"Echocardiography, Stress","echocardiography, stress"
D032681,Spectral Karyotyping,spectral karyotyping
D033162,Incidental Findings,incidental discovery
D033162,Incidental Findings,incidental findings
D033401,"Microscopy, Acoustic","microscopy, acoustic"
D033401,"Microscopy, Acoustic","microscopy, scanning acoustic"
D033401,"Microscopy, Acoustic",ultrasound biomicroscopy
D035041,Anonymous Testing,anonymous testing
D036542,"Tomography, Spiral Computed","tomography, spiral computed"
D036641,"Microscopy, Fluorescence, Multiphoton","microscopy, fluorescence, multiphoton"
D038301,Virus Inactivation,virus inactivation
D038524,Diffusion Magnetic Resonance Imaging,diffusion magnetic resonance imaging
D038781,Otoscopy,otoscopy
D041622,"Tomography, Optical","tomography, optical"
D041623,"Tomography, Optical Coherence","tomography, optical coherence"
D042241,Early Diagnosis,early diagnosis
D042241,Early Diagnosis,early detection of disease
D042262,Retinoscopy,retinoscopy
D042282,Microdissection,microdissection
D044384,Ovulation Prediction,ovulation prediction
D044583,Neuroendoscopy,neuroendoscopy
D044963,"Biopsy, Fine-Needle","biopsy, fine-needle"
D044963,"Biopsy, Fine-Needle","aspiration biopsy, fine-needle"
D046032,"Microscopy, Energy-Filtering Transmission Electron","microscopy, energy-filtering transmission electron"
D046169,Dermoscopy,dermoscopy
D046529,"Microscopy, Electron, Transmission","microscopy, electron, transmission"
D046529,"Microscopy, Electron, Transmission",electron diffraction microscopy
D047569,Laser Scanning Cytometry,laser scanning cytometry
D048208,Nuchal Translucency Measurement,nuchal translucency measurement
D048208,Nuchal Translucency Measurement,nuchal translucency
D049268,Positron-Emission Tomography,positron-emission tomography
D049448,"Cholangiopancreatography, Magnetic Resonance","cholangiopancreatography, magnetic resonance"
D049451,Nomograms,nomograms
D049451,Nomograms,partin tables
D049489,Stroboscopy,stroboscopy
D049628,Body Size,body size
D049629,Waist-Hip Ratio,waist-hip ratio
D050154,Adiposity,adiposity
D050177,Overweight,overweight
D050218,Body Fat Distribution,body fat distribution
D050782,Esophageal pH Monitoring,esophageal ph monitoring
D050782,Esophageal pH Monitoring,ambulatory esophageal ph monitoring
D051517,Digital Rectal Examination,digital rectal examination
D051598,Whole Body Imaging,whole body imaging
D051598,Whole Body Imaging,whole body screening
D052581,Pinch Strength,pinch strength
D052978,Disk Diffusion Antimicrobial Tests,epsilometer test
D052978,Disk Diffusion Antimicrobial Tests,kirby-bauer disk-diffusion method
D052978,Disk Diffusion Antimicrobial Tests,disk diffusion antimicrobial tests
D053483,Eye Movement Measurements,eye movement measurements
D053580,Muscle Strength,muscle strength
D053580,Muscle Strength,arthrogenic muscle inhibition
D053587,"Arthrometry, Articular","arthrometry, articular"
D053704,Capsule Endoscopy,capsule endoscopy
D053798,Magnetocardiography,magnetocardiography
D054441,"Cell Migration Assays, Leukocyte","migration inhibitory tests, leukocyte"
D054441,"Cell Migration Assays, Leukocyte",leukocyte migration agarose test
D054441,"Cell Migration Assays, Leukocyte","cell migration assays, leukocyte"
D054441,"Cell Migration Assays, Leukocyte",leukocyte migration capillary tube technique
D054442,"Cell Migration Assays, Macrophage","cell migration assays, macrophage"
D054442,"Cell Migration Assays, Macrophage",macrophage migration inhibition test
D054443,Cell Migration Assays,cell migration assays
D054443,Cell Migration Assays,cell motility assays
D054459,Elasticity Imaging Techniques,magnetic resonance elastography
D054459,Elasticity Imaging Techniques,sonoelastography
D054459,Elasticity Imaging Techniques,acoustic radiation force impulse imaging
D054459,Elasticity Imaging Techniques,elasticity imaging techniques
D054459,Elasticity Imaging Techniques,vibro-acoustography
D054459,Elasticity Imaging Techniques,elastograms
D054791,Cervical Length Measurement,cervical length measurement
D054881,Sex Determination by Skeleton,sex determination by skeleton
D054893,Cone-Beam Computed Tomography,cone-beam computed tomography
D054894,Spiral Cone-Beam Computed Tomography,spiral cone-beam computed tomography
D055032,Electron Microscope Tomography,electron microscope tomography
D055032,Electron Microscope Tomography,transmission electron microscopy tomography
D055032,Electron Microscope Tomography,stem tomography
D055069,Terahertz Imaging,terahertz imaging
D055088,Early Detection of Cancer,cancer screening tests
D055088,Early Detection of Cancer,cancer screening
D055088,Early Detection of Cancer,early detection of cancer
D055088,Early Detection of Cancer,early diagnosis of cancer
D055101,Semen Analysis,semen quality
D055101,Semen Analysis,semen analysis
D055105,Waist Circumference,waist circumference
D055109,Ankle Brachial Index,toe brachial index
D055109,Ankle Brachial Index,ankle brachial index
D055114,X-Ray Microtomography,x-ray microtomography
D055414,Myocardial Perfusion Imaging,myocardial perfusion imaging
D055414,Myocardial Perfusion Imaging,myocardial scintigraphy
D055420,Perfusion Imaging,perfusion imaging
D055420,Perfusion Imaging,perfusion scintigraphy
D055424,Cardiac-Gated Imaging Techniques,ekg-triggered imaging techniques
D055424,Cardiac-Gated Imaging Techniques,cardiac-gated imaging techniques
D055425,Respiratory-Gated Imaging Techniques,respiratory-gated imaging techniques
D055426,Cardiac-Gated Single-Photon Emission Computer-Assisted Tomography,cardiac-gated single-photon emission computer-assisted tomography
D055686,Metabolic Equivalent,metabolic equivalent
D055986,Vital Signs,vital signs
D056044,Actigraphy,actigraphy
D056149,Epicardial Mapping,percutaneous epicardial mapping
D056149,Epicardial Mapping,epicardial mapping
D056152,Respiratory Rate,respiratory rate
D056324,Diffusion Tensor Imaging,diffusion tensor imaging
D056324,Diffusion Tensor Imaging,diffusion tractography
D056347,Neuroanatomical Tract-Tracing Techniques,neuroanatomical tract-tracing techniques
D056865,Ideal Body Weight,ideal body weight
D056865,Ideal Body Weight,ideal body weight formula
D056865,Ideal Body Weight,ideal body weight chart
D056969,Voltage-Sensitive Dye Imaging,optical action potential mapping
D056969,Voltage-Sensitive Dye Imaging,voltage-sensitive dye imaging
D056973,Four-Dimensional Computed Tomography,four-dimensional computed tomography
D057054,Molecular Imaging,molecular imaging
D057109,Scanning Laser Polarimetry,scanning laser polarimetry
D057128,Aberrometry,aberrometry
D057210,Delayed Diagnosis,late diagnosis
D057210,Delayed Diagnosis,delayed diagnosis
D057210,Delayed Diagnosis,diagnosis delay
D057239,Early Termination of Clinical Trials,early termination of clinical trials
D057605,Natural Orifice Endoscopic Surgery,natural orifice transluminal endoscopy
D057605,Natural Orifice Endoscopic Surgery,natural orifice endoscopic surgery
D057605,Natural Orifice Endoscopic Surgery,natural orifice transluminal endoscopic surgery
D057791,Cardiac Imaging Techniques,intracardiac imaging techniques
D057791,Cardiac Imaging Techniques,cardiac imaging techniques
D057897,"Reflex, Righting","reflex, righting"
D058248,Serum Bactericidal Antibody Assay,serum bactericidal antibody assay
D058248,Serum Bactericidal Antibody Assay,bactericidal antibody assay
D058256,Brain Waves,brain waves
D058407,Electroencephalography Phase Synchronization,electroencephalography phase synchronization
D058407,Electroencephalography Phase Synchronization,electroencephalography phase desynchronization
D058452,"Axial Length, Eye","axial length, eye"
D058453,Emmetropia,emmetropia
D058491,Bacterial Load,bacterial count
D058491,Bacterial Load,bacterial load
D058501,Enzyme-Linked Immunospot Assay,enzyme-linked immunospot assay
D058582,Double-Balloon Enteroscopy,double-balloon enteroscopy
D058609,Visual Field Tests,visual field tests
D058609,Visual Field Tests,perimetry
D058609,Visual Field Tests,tangent screen exam
D058609,Visual Field Tests,campimetry
D058609,Visual Field Tests,automated perimetry exam
D058733,Hand-Assisted Laparoscopy,hand-assisted laparoscopy
D058869,Gynecological Examination,pelvic examination
D058869,Gynecological Examination,vaginal examinations
D058869,Gynecological Examination,gynecological examination
D058885,Multilocus Sequence Typing,multilocus sequence typing
D058889,Molecular Typing,molecular typing
D058948,Cell Tracking,cell tracking
D058998,Remote Sensing Technology,remote sensing technology
D059008,Time-Lapse Imaging,time-lapse imaging
D059018,DNA Contamination,dna contamination
D059026,Diagnostic Self Evaluation,self-appraisal
D059026,Diagnostic Self Evaluation,self-evaluation
D059026,Diagnostic Self Evaluation,diagnostic self evaluation
D059168,Carotid Intima-Media Thickness,carotid intima-media thickness
D059208,Parasite Load,parasite load
D059349,Urine Specimen Collection,urine specimen collection
D059425,Interferon-gamma Release Tests,interferon-gamma release tests
D059788,Dried Blood Spot Testing,dried blood spot testing
D059869,Radiostereometric Analysis,radiostereometric analysis
D059906,Neuroimaging,neuroimaging
D059906,Neuroimaging,brain imaging
D059907,Functional Neuroimaging,functional neuroimaging
D059907,Functional Neuroimaging,functional brain imaging
D060787,Neoplasm Grading,gleason grading
D060787,Neoplasm Grading,gleason score
D060787,Neoplasm Grading,neoplasm grading
D061088,Photoacoustic Techniques,photoacoustic techniques
D061245,Axenic Culture,axenic culture
D061251,Primary Cell Culture,primary cell culture
D061305,Lymphoscintigraphy,lymphoscintigraphy
D061330,Multidetector Computed Tomography,multidetector computed tomography
D061346,Laser Capture Microdissection,laser capture microdissection
D061705,Image-Guided Biopsy,image-guided biopsy
D061765,Endoscopic Ultrasound-Guided Fine Needle Aspiration,endoscopic ultrasound-guided fine needle aspiration
D061809,Human Papillomavirus DNA Tests,human papillomavirus dna tests
D061848,Optical Imaging,optical imaging
D061848,Optical Imaging,autofluorescence imaging
D061848,Optical Imaging,fundus autofluorescence imaging
D061848,Optical Imaging,fluorescence imaging
D061886,Neuromuscular Monitoring,train-of-four monitoring
D061886,Neuromuscular Monitoring,neuromuscular blockade monitoring
D061886,Neuromuscular Monitoring,neuromuscular monitoring
D062005,"Biopsy, Large-Core Needle","biopsy, large-core needle"
D062048,Narrow Band Imaging,narrow band imaging
D062145,Maternal Serum Screening Tests,maternal serum triple test
D062145,Maternal Serum Screening Tests,maternal serum screening tests
D062345,Nuclear Microscopy,nuclear microscopy
D062706,Prodromal Symptoms,prodromal period
D062706,Prodromal Symptoms,prodromal states
D062706,Prodromal Symptoms,prodromal stage
D062706,Prodromal Symptoms,prodromal symptoms
D063132,Connectome,human connectome project
D063132,Connectome,connectome
D063132,Connectome,connectomics
D063132,Connectome,human connectome
D063171,Corneal Pachymetry,corneal pachymetry
D063177,Pulse Wave Analysis,pulse wave velocity
D063177,Pulse Wave Analysis,pulse wave transit time
D063177,Pulse Wave Analysis,pulse transit time
D063177,Pulse Wave Analysis,pulse wave analysis
D063189,Symptom Assessment,symptom evaluation
D063189,Symptom Assessment,symptom assessment
D063285,Fibrin Clot Lysis Time,plasma clot lysis time
D063285,Fibrin Clot Lysis Time,fibrin clot lysis time
D063285,Fibrin Clot Lysis Time,euglobulin lysis time
D063285,Fibrin Clot Lysis Time,whole blood clot lysis time
D063847,Mean Platelet Volume,mean platelet volume
D064087,Head Impulse Test,head impulse test
D064232,Visual Analog Scale,visual analog scale
D064237,Lipid Accumulation Product,lipid accumulation product
D064346,Sagittal Abdominal Diameter,abdominal diameter index
D064346,Sagittal Abdominal Diameter,sagittal abdominal diameter
