mesh_ui,canonical,synonym
D007859,Learning Disabilities,developmental academic disability
D007859,Learning Disabilities,learning disturbance
D007859,Learning Disabilities,adult learning disabilities
D007859,Learning Disabilities,learning disabilities
D007859,Learning Disabilities,learning disorders
D007859,Learning Disabilities,"learning disabilities, child"
D007859,Learning Disabilities,"learning disabilities, adolescent"
D007870,Leg Length Inequality,leg length inequality
D007964,Leukocytosis,pleocytosis
D007964,Leukocytosis,leukocytosis
D007971,Leukoplakia,leukoplakia
D007971,Leukoplakia,leukokeratosis
D007972,"Leukoplakia, Oral","leukoplakia, oral"
D008103,Liver Cirrhosis,"fibrosis, liver"
D008103,Liver Cirrhosis,liver cirrhosis
D008104,"Liver Cirrhosis, Alcoholic","liver cirrhosis, alcoholic"
D008105,"Liver Cirrhosis, Biliary",primary biliary cholangitis
D008105,"Liver Cirrhosis, Biliary","liver cirrhosis, biliary"
D008105,"Liver Cirrhosis, Biliary","biliary cirrhosis, primary, 1"
D008105,"Liver Cirrhosis, Biliary",secondary biliary cholangitis
D008106,"Liver Cirrhosis, Experimental","liver cirrhosis, experimental"
D008133,Long QT Syndrome,long qt syndrome
D008133,Long QT Syndrome,electrocardiogram qt prolonged
D008207,Lymphatic Metastasis,lymph node metastasis
D008207,Lymphatic Metastasis,lymphatic metastasis
D008287,Malacoplakia,malacoplakia
D008305,Malignant Hyperthermia,malignant hyperthermia
D008467,Meckel Diverticulum,meckel diverticulum
D008478,Mediastinal Emphysema,mediastinal emphysema
D008478,Mediastinal Emphysema,pulmonary interstitial emphysema
D008551,Melena,melena
D008569,Memory Disorders,memory loss
D008569,Memory Disorders,"memory disorder, semantic"
D008569,Memory Disorders,"memory disorder, spatial"
D008569,Memory Disorders,age-related memory disorders
D008569,Memory Disorders,memory disorders
D008569,Memory Disorders,memory deficits
D008580,Meningism,meningism
D008588,Meningocele,"meningocele, traumatic"
D008588,Meningocele,rudimentary meningocele
D008588,Meningocele,meningocele
D008588,Meningocele,acquired meningocele
D008595,Menorrhagia,menorrhagia
D008599,Menstruation Disturbances,polymenorrhea
D008599,Menstruation Disturbances,hypomenorrhea
D008599,Menstruation Disturbances,"menstruation, retrograde"
D008599,Menstruation Disturbances,menstruation disturbances
D008599,Menstruation Disturbances,menstrual irregularity
D008607,Intellectual Disability,intellectual disability
D008607,Intellectual Disability,"deficiency, mental"
D008607,Intellectual Disability,"mental retardation, psychosocial"
D008607,Intellectual Disability,idiocy
D008679,Metaplasia,metaplasia
D008796,Metrorrhagia,metrorrhagia
D009006,Monosomy,monosomy
D009041,Motion Sickness,seasickness
D009041,Motion Sickness,airsickness
D009041,Motion Sickness,carsickness
D009041,Motion Sickness,motion sickness
D009058,Mouth Breathing,mouth breathing
D009102,Multiple Organ Failure,multiple organ failure
D009120,Muscle Cramp,limb cramp
D009120,Muscle Cramp,muscle cramp
D009122,Muscle Hypertonia,muscle hypertonia
D009122,Muscle Hypertonia,"hypertonia, detrusor muscle"
D009122,Muscle Hypertonia,"hypertonia, neonatal"
D009122,Muscle Hypertonia,"hypertonia, sphincter"
D009122,Muscle Hypertonia,"hypertonia, transient"
D009122,Muscle Hypertonia,"hypertonia, infantile"
D009123,Muscle Hypotonia,unilateral hypotonia
D009123,Muscle Hypotonia,flaccid muscle tone
D009123,Muscle Hypotonia,muscle tone atonic
D009123,Muscle Hypotonia,muscle hypotonia
D009123,Muscle Hypotonia,floppy muscles
D009123,Muscle Hypotonia,neonatal hypotonia
D009127,Muscle Rigidity,extrapyramidal rigidity
D009127,Muscle Rigidity,cogwheel rigidity
D009127,Muscle Rigidity,extensor rigidity
D009127,Muscle Rigidity,muscle rigidity
D009127,Muscle Rigidity,nuchal rigidity
D009127,Muscle Rigidity,gegenhalten
D009127,Muscle Rigidity,catatonic rigidity
D009128,Muscle Spasticity,clasp-knife spasticity
D009128,Muscle Spasticity,spastic
D009128,Muscle Spasticity,muscle spasticity
D009133,Muscular Atrophy,muscular atrophy
D009133,Muscular Atrophy,neurogenic muscular atrophy
D009155,Mutism,"mutism, conversion"
D009155,Mutism,mutism
D009155,Mutism,selective mutism
D009155,Mutism,kussmaul aphasia
D009155,Mutism,"mutism, organic"
D009203,Myocardial Infarction,myocardial infarction
D009207,Myoclonus,"myoclonus, eyelid"
D009207,Myoclonus,"myoclonus, lower extremity"
D009207,Myoclonus,"myoclonus, intention"
D009207,Myoclonus,"myoclonus, upper extremity"
D009207,Myoclonus,myoclonus
D009207,Myoclonus,myoclonus simplex
D009207,Myoclonus,polymyoclonus
D009207,Myoclonus,"myoclonus, palatal"
D009207,Myoclonus,"myoclonus, segmental"
D009207,Myoclonus,"myoclonus, oculopalatal"
D009207,Myoclonus,"myoclonus, nocturnal"
D009207,Myoclonus,"myoclonus, action"
D009222,Myotonia,percussion myotonia
D009222,Myotonia,myotonic phenomenon
D009222,Myotonia,myotonia
D009264,"Nails, Malformed",onychauxis
D009264,"Nails, Malformed",onychogryposis
D009264,"Nails, Malformed","nails, abnormal"
D009264,"Nails, Malformed",pachyonychia
D009264,"Nails, Malformed","nails, malformed"
D009298,Nasal Polyps,nasal polyps
D009325,Nausea,nausea
D009336,Necrosis,necrosis
D009360,"Neoplastic Cells, Circulating","tumor cells, embolic"
D009360,"Neoplastic Cells, Circulating","neoplastic cells, circulating"
D009360,"Neoplastic Cells, Circulating","embolism, tumor"
D009361,Neoplasm Invasiveness,neoplasm invasiveness
D009362,Neoplasm Metastasis,neoplasm metastasis
D009364,"Neoplasm Recurrence, Local","neoplasm recurrence, local"
D009365,"Neoplasm Regression, Spontaneous","neoplasm regression, spontaneous"
D009366,Neoplasm Seeding,neoplasm seeding
D009382,"Neoplasms, Unknown Primary",unknown primary tumors
D009382,"Neoplasms, Unknown Primary","neoplasm metastasis, unknown primary"
D009382,"Neoplasms, Unknown Primary","neoplasms, unknown primary"
D009385,Neoplastic Processes,neoplastic processes
D009389,"Neovascularization, Pathologic","neovascularization, pathologic"
D009410,Nerve Degeneration,nerve degeneration
D009437,Neuralgia,"neuralgia, ilioinguinal"
D009437,Neuralgia,"neuralgia, perineal"
D009437,Neuralgia,paroxysmal nerve pain
D009437,Neuralgia,nerve pain
D009437,Neuralgia,"neuralgia, stump"
D009437,Neuralgia,"neuralgia, supraorbital"
D009437,Neuralgia,"neuralgia, iliohypogastric nerve"
D009437,Neuralgia,"neuralgia, vidian"
D009437,Neuralgia,neuralgia
D009437,Neuralgia,"neuralgia, atypical"
D009461,Neurologic Manifestations,neurologic deficits
D009461,Neurologic Manifestations,neurologic findings
D009461,Neurologic Manifestations,neurologic signs
D009461,Neurologic Manifestations,focal neurologic deficits
D009461,Neurologic Manifestations,neurologic dysfunction
D009461,Neurologic Manifestations,neurologic symptoms
D009461,Neurologic Manifestations,neurologic manifestations
D009630,"Nondisjunction, Genetic","nondisjunction, genetic"
D009765,Obesity,obesity
D009767,"Obesity, Morbid","obesity, morbid"
D009794,Ochronosis,ochronosis
D009839,Oligomenorrhea,oligomenorrhea
D009846,Oliguria,oliguria
D009886,Ophthalmoplegia,external ophthalmoplegia
D009886,Ophthalmoplegia,ophthalmoplegia
D009886,Ophthalmoplegia,ophthalmoparesis
D009886,Ophthalmoplegia,internal ophthalmoplegia
D009912,Oral Manifestations,oral manifestations
D009957,Oroantral Fistula,oroantral fistula
D009999,"Ossification, Heterotopic","ossification, heterotopic"
D010020,Osteonecrosis,kienbock disease
D010020,Osteonecrosis,"necrosis, avascular, of bone"
D010020,Osteonecrosis,osteonecrosis
D010020,Osteonecrosis,"necrosis, aseptic, of bone"
D010146,Pain,"pain, migratory"
D010146,Pain,"suffering, physical"
D010146,Pain,"pain, splitting"
D010146,Pain,"pain, crushing"
D010146,Pain,ache
D010146,Pain,"pain, radiating"
D010146,Pain,pain
D010146,Pain,"pain, burning"
D010148,"Pain, Intractable","pain, intractable"
D010149,"Pain, Postoperative","pain, postoperative"
D010149,"Pain, Postoperative","postoperative pain, chronic"
D010149,"Pain, Postoperative","postoperative pain, acute"
D010167,Pallor,pallor
D010185,Pancreatic Fistula,pancreatic fistula
D010243,Paralysis,paralysis
D010243,Paralysis,todd paralysis
D010264,Paraplegia,"paraplegia, ataxic"
D010264,Paraplegia,paraplegia
D010264,Paraplegia,"paraplegia, flaccid"
D010264,Paraplegia,"paraplegia, cerebral"
D010264,Paraplegia,"paraplegia, spinal"
D010264,Paraplegia,"paraplegia, spastic"
D010291,Paresis,paresis
D010291,Paresis,monoparesis
D010291,Paresis,upper extremity paresis
D010291,Paresis,hemiparesis
D010291,Paresis,lower extremity paresis
D010292,Paresthesia,"paresthesia, painful"
D010292,Paresthesia,"paresthesia, distal"
D010292,Paresthesia,paresthesia
D010292,Paresthesia,formication
D010292,Paresthesia,dysesthesia
D010310,Parovarian Cyst,hydatid of morgagni
D010310,Parovarian Cyst,parovarian cyst
D010310,Parovarian Cyst,paratubal cyst
D010335,Pathologic Processes,pathologic processes
D010438,Peptic Ulcer Hemorrhage,peptic ulcer hemorrhage
D010468,Perceptual Disorders,perceptual disorders
D010468,Perceptual Disorders,somatosensory discrimination disorder
D010468,Perceptual Disorders,hemispatial neglect
D010468,Perceptual Disorders,sensory neglect
D010468,Perceptual Disorders,hemisensory neglect
D010591,Phantom Limb,phantom limb pain
D010591,Phantom Limb,phantom limb
D010677,Philadelphia Chromosome,philadelphia chromosome
D010842,Pica,trichophagia
D010842,Pica,allotriophagy
D010842,Pica,pica
D010842,Pica,geophagia
D010842,Pica,pagophagia
D010859,Pigmentation Disorders,ito syndrome
D010859,Pigmentation Disorders,pigmentation disorders
D010859,Pigmentation Disorders,schamberg disease
D011123,Polyploidy,polyploidy
D011123,Polyploidy,polyploid cell
D011127,Polyps,polyps
D011141,Polyuria,polyuria
D011178,Postgastrectomy Syndromes,postgastrectomy syndromes
D011180,Postmortem Changes,adipocere
D011180,Postmortem Changes,algor mortis
D011180,Postmortem Changes,cruor
D011180,Postmortem Changes,postmortem changes
D011180,Postmortem Changes,livor mortis
D011183,Postoperative Complications,postoperative complications
D011185,Postpericardiotomy Syndrome,postpericardiotomy syndrome
D011185,Postpericardiotomy Syndrome,postcommissurotomy syndrome
D011293,Premenstrual Syndrome,premenstrual syndrome
D011293,Premenstrual Syndrome,premenstrual tension
D011304,Presbycusis,presbycusis
D011391,Prolapse,prolapse
D011475,Prosthesis Failure,prosthesis loosening
D011475,Prosthesis Failure,prosthesis failure
D011475,Prosthesis Failure,prosthesis survival
D011475,Prosthesis Failure,prosthesis migration
D011475,Prosthesis Failure,prosthesis durability
D011507,Proteinuria,proteinuria
D011537,Pruritus,pruritus
D011595,Psychomotor Agitation,akathisia
D011595,Psychomotor Agitation,psychomotor agitation
D011596,Psychomotor Disorders,psychomotor disorders
D011596,Psychomotor Disorders,psychomotor impairment
D011596,Psychomotor Disorders,developmental psychomotor disorders
D011602,Psychophysiologic Disorders,psychophysiologic disorders
D011656,Pulmonary Emphysema,focal emphysema
D011656,Pulmonary Emphysema,panacinar emphysema
D011656,Pulmonary Emphysema,pulmonary emphysema
D011656,Pulmonary Emphysema,centriacinar emphysema
D011658,Pulmonary Fibrosis,pulmonary fibrosis
D011658,Pulmonary Fibrosis,"alveolitis, fibrosing"
D011681,Pupil Disorders,pupil reaction absent
D011681,Pupil Disorders,occluded pupils
D011681,Pupil Disorders,deformed pupil
D011681,Pupil Disorders,keyhole pupil
D011681,Pupil Disorders,non-syphilitic argyll-robertson pupil
D011681,Pupil Disorders,pupil disorders
D011681,Pupil Disorders,efferent pupillary defect
D011681,Pupil Disorders,pupillary sector paralysis
D011681,Pupil Disorders,"pupillary functions, abnormal"
D011681,Pupil Disorders,fixed pupils
D011681,Pupil Disorders,pupillary sphincter rupture
D011681,Pupil Disorders,ectopic pupil
D011681,Pupil Disorders,pupil malformations
D011681,Pupil Disorders,pupillary paralysis
D011681,Pupil Disorders,afferent pupillary defect
D011681,Pupil Disorders,wernicke hemianopic pupil
D011693,Purpura,purpura
D011693,Purpura,petechiae
D011694,"Purpura, Hyperglobulinemic",hypergammaglobulinemic purpura of waldenstrom
D011694,"Purpura, Hyperglobulinemic","purpura, hyperglobulinemic"
D011695,IgA Vasculitis,rheumatoid purpura
D011695,IgA Vasculitis,"purpura, nonthrombocytopenic"
D011695,IgA Vasculitis,purpura hemorrhagica
D011695,IgA Vasculitis,iga vasculitis
D011695,IgA Vasculitis,"vasculitis, hemorrhagic"
D011696,"Purpura, Thrombocytopenic","purpura, thrombocytopenic"
D011697,"Purpura, Thrombotic Thrombocytopenic",familial thrombotic thrombocytopenic purpura
D011697,"Purpura, Thrombotic Thrombocytopenic","purpura, thrombotic thrombocytopenic"
D011697,"Purpura, Thrombotic Thrombocytopenic",congenital thrombotic thrombocytopenic purpura
D011782,Quadriplegia,quadriplegia
D011782,Quadriplegia,quadriparesis
D011782,Quadriplegia,flaccid quadriplegia
D011782,Quadriplegia,"paralysis, spinal, quadriplegic"
D011782,Quadriplegia,spastic quadriplegia
D012001,Hyperacusis,phonophobia
D012001,Hyperacusis,auditory hyperesthesia
D012001,Hyperacusis,hyperacusis
D012003,Rectal Fistula,anal fistula
D012003,Rectal Fistula,rectal fistula
D012005,Rectal Prolapse,anus prolapse
D012005,Rectal Prolapse,rectal prolapse
D012006,Rectovaginal Fistula,rectovaginal fistula
D012008,Recurrence,recrudescence
D012008,Recurrence,relapse
D012008,Recurrence,recurrence
D012021,"Reflex, Abnormal","reflex, knee, abnormal"
D012021,"Reflex, Abnormal","reflex, anal, absent"
D012021,"Reflex, Abnormal",hyperreflexia
D012021,"Reflex, Abnormal","reflex, deep tendon, absent"
D012021,"Reflex, Abnormal","reflex, anal, decreased"
D012021,"Reflex, Abnormal","reflex, triceps, decreased"
D012021,"Reflex, Abnormal","reflex, ankle, absent"
D012021,"Reflex, Abnormal","reflex, biceps, abnormal"
D012021,"Reflex, Abnormal","reflex, triceps, abnormal"
D012021,"Reflex, Abnormal",abnormal deep tendon reflex
D012021,"Reflex, Abnormal",hyporeflexia
D012021,"Reflex, Abnormal","reflex, moro, asymmetric"
D012021,"Reflex, Abnormal","reflex, ankle, abnormal"
D012021,"Reflex, Abnormal","reflex, gag, decreased"
D012021,"Reflex, Abnormal","bulbocavernosus reflex, decreased"
D012021,"Reflex, Abnormal","reflex, corneal, absent"
D012021,"Reflex, Abnormal","reflex, acoustic, abnormal"
D012021,"Reflex, Abnormal","reflex, biceps, absent"
D012021,"Reflex, Abnormal","reflex, absent"
D012021,"Reflex, Abnormal","reflex, gag, absent"
D012021,"Reflex, Abnormal","reflex, knee, decreased"
D012021,"Reflex, Abnormal","reflex, abnormal"
D012021,"Reflex, Abnormal","reflex, corneal, decreased"
D012021,"Reflex, Abnormal",hoffman's reflex
D012021,"Reflex, Abnormal",palmo-mental reflex
D012021,"Reflex, Abnormal","reflex, ankle, decreased"
D012021,"Reflex, Abnormal",bulbocavernousus reflex absent
D012021,"Reflex, Abnormal","reflex, pendular"
D012021,"Reflex, Abnormal","reflex, biceps, decreased"
D012021,"Reflex, Abnormal","reflex, triceps, absent"
D012075,"Remission, Spontaneous","remission, spontaneous"
D012080,Chronic Kidney Disease-Mineral and Bone Disorder,chronic kidney disease-mineral and bone disorder
D012080,Chronic Kidney Disease-Mineral and Bone Disorder,renal osteodystrophy
D012080,Chronic Kidney Disease-Mineral and Bone Disorder,renal rickets
D012133,Respiratory Paralysis,respiratory paralysis
D012135,Respiratory Sounds,respiratory sounds
D012135,Respiratory Sounds,pleural rub
D012135,Respiratory Sounds,rales
D012135,Respiratory Sounds,stridor
D012135,Respiratory Sounds,rhonchi
D012135,Respiratory Sounds,wheezing
D012166,Retinal Hemorrhage,retinal hemorrhage
D012183,Retrograde Degeneration,retrograde degeneration
D012183,Retrograde Degeneration,"retrograde degeneration, transneuronal"
D012185,Retroperitoneal Fibrosis,"periaortitis, chronic"
D012185,Retroperitoneal Fibrosis,retroperitoneal fibrosis
D012188,Retropneumoperitoneum,retropneumoperitoneum
D012298,Rigor Mortis,rigor mortis
D012303,Ring Chromosomes,ring chromosomes
D012422,"Rupture, Spontaneous","rupture, spontaneous"
D012465,Salivary Duct Calculi,salivary duct calculi
D012467,Salivary Gland Fistula,salivary gland fistula
D012585,Sciatica,"sciatica, bilateral"
D012585,Sciatica,sciatica
D012598,Sclerosis,sclerosis
D012607,Scotoma,"scotoma, centrocecal"
D012607,Scotoma,"scotoma, central"
D012607,Scotoma,"scotoma, bjerrum"
D012607,Scotoma,"scotoma, sector"
D012607,Scotoma,"scotoma, altitudinal"
D012607,Scotoma,"scotoma, paracecal"
D012607,Scotoma,"scotoma, paracentral"
D012607,Scotoma,"scotoma, ring"
D012607,Scotoma,"scotoma, scintillating"
D012607,Scotoma,"scotoma, arcuate"
D012607,Scotoma,scotoma
D012607,Scotoma,"scotoma, peripheral"
D012640,Seizures,"seizures, olfactory"
D012640,Seizures,"seizures, visual"
D012640,Seizures,myoclonic seizures
D012640,Seizures,"seizures, gustatory"
D012640,Seizures,"seizures, vertiginous"
D012640,Seizures,absence seizures
D012640,Seizures,epileptic seizures
D012640,Seizures,"seizures, generalized"
D012640,Seizures,clonic seizures
D012640,Seizures,seizures
D012640,Seizures,"seizures, focal"
D012640,Seizures,convulsions
D012640,Seizures,convulsive seizures
D012640,Seizures,"convulsion, non-epileptic"
D012640,Seizures,tonic seizures
D012640,Seizures,single seizure
D012640,Seizures,"seizures, somatosensory"
D012640,Seizures,atonic seizures
D012640,Seizures,jacksonian seizure
D012640,Seizures,nonepileptic seizures
D012640,Seizures,generalized absence seizures
D012640,Seizures,complex partial seizures
D012640,Seizures,tonic-clonic seizures
D012640,Seizures,"seizures, auditory"
D012640,Seizures,"seizures, sensory"
D012640,Seizures,atonic absence seizures
D012678,Sensation Disorders,sensation disorders
D012678,Sensation Disorders,sensory disorders
D012678,Sensation Disorders,special senses disorders
D012700,Serositis,serositis
D012729,Sex Chromosome Aberrations,sex chromosome aberrations
D012749,Sexually Transmitted Diseases,sexually transmitted diseases
D012769,Shock,shock
D012769,Shock,hypovolemic shock
D012770,"Shock, Cardiogenic","shock, cardiogenic"
D012771,"Shock, Hemorrhagic","shock, hemorrhagic"
D012772,"Shock, Septic","shock, endotoxic"
D012772,"Shock, Septic","shock, septic"
D012772,"Shock, Septic","shock, toxic"
D012773,"Shock, Surgical","shock, surgical"
D012774,"Shock, Traumatic","shock, traumatic"
D012778,Short Bowel Syndrome,short bowel syndrome
D012804,Sick Sinus Syndrome,sinus node dysfunction
D012804,Sick Sinus Syndrome,sick sinus syndrome
D012816,Signs and Symptoms,signs and symptoms
D012817,"Signs and Symptoms, Digestive","signs and symptoms, digestive"
D012818,"Signs and Symptoms, Respiratory","signs and symptoms, respiratory"
D012848,Sinoatrial Block,sinoatrial block
D012877,Skin Manifestations,skin manifestations
D012892,Sleep Deprivation,rem sleep deprivation
D012892,Sleep Deprivation,insufficient sleep syndrome
D012892,Sleep Deprivation,sleep fragmentation
D012892,Sleep Deprivation,sleep insufficiency
D012892,Sleep Deprivation,sleep deprivation
D012892,Sleep Deprivation,sleep debt
D012892,Sleep Deprivation,insufficient sleep
D012893,Sleep Wake Disorders,long sleeper syndrome
D012893,Sleep Wake Disorders,subwakefullness syndrome
D012893,Sleep Wake Disorders,sleep-related neurogenic tachypnea
D012893,Sleep Wake Disorders,sleep wake disorders
D012893,Sleep Wake Disorders,sleep disorders
D012893,Sleep Wake Disorders,short sleeper syndrome
D012912,Sneezing,sneezing
D012913,Snoring,snoring
D013035,Spasm,"spasm, generalized"
D013035,Spasm,"spasm, ciliary body"
D013035,Spasm,spasm
D013064,Speech Disorders,verbal fluency disorders
D013064,Speech Disorders,cluttering
D013064,Speech Disorders,aprosodia
D013064,Speech Disorders,dysglossia
D013064,Speech Disorders,speech disorders
D013064,Speech Disorders,dyslalia
D013064,Speech Disorders,rhinolalia
D013088,Spermatocele,spermatocele
D013088,Spermatocele,epididymal cyst
D013159,Splenic Infarction,splenic infarction
D013163,Splenomegaly,splenomegaly
D013226,Status Epilepticus,complex partial status epilepticus
D013226,Status Epilepticus,non-convulsive status epilepticus
D013226,Status Epilepticus,grand mal status epilepticus
D013226,Status Epilepticus,status epilepticus
D013226,Status Epilepticus,simple partial status epilepticus
D013226,Status Epilepticus,"status epilepticus, subclinical"
D013226,Status Epilepticus,petit mal status
D013273,"Diverticulum, Stomach","diverticulum, stomach"
D013342,Stuttering,stammering
D013342,Stuttering,"stuttering, developmental"
D013342,Stuttering,"stuttering, familial persistent 1"
D013342,Stuttering,"stuttering, acquired"
D013342,Stuttering,"stuttering, childhood"
D013342,Stuttering,stuttering
D013342,Stuttering,"stuttering, adult"
D013345,Subarachnoid Hemorrhage,perinatal subarachnoid hemorrhage
D013345,Subarachnoid Hemorrhage,"subarachnoid hemorrhage, spontaneous"
D013345,Subarachnoid Hemorrhage,"subarachnoid hemorrhage, intracranial"
D013345,Subarachnoid Hemorrhage,subarachnoid hemorrhage
D013345,Subarachnoid Hemorrhage,"subarachnoid hemorrhage, aneurysmal"
D013352,Subcutaneous Emphysema,subcutaneous emphysema
D013354,"Empyema, Subdural","abscess, intracranial, subdural"
D013354,"Empyema, Subdural","empyema, subdural"
D013398,Sudden Infant Death,sudden infant death
D013492,Suppuration,suppuration
D013492,Suppuration,pus
D013494,"Supranuclear Palsy, Progressive","supranuclear palsy, progressive"
D013494,"Supranuclear Palsy, Progressive","supranuclear palsy, progressive, 1"
