mesh_ui,canonical,synonym
D005879,Tourette Syndrome,tourette syndrome
D005882,Gingival Diseases,gingivosis
D005882,Gingival Diseases,gingival diseases
D005882,Gingival Diseases,epulides
D005884,Gingival Hemorrhage,gingival hemorrhage
D005885,Gingival Hyperplasia,gingival hyperplasia
D005886,Gingival Hypertrophy,gingival hypertrophy
D005887,Gingival Neoplasms,congenital epulides
D005887,Gingival Neoplasms,gingival neoplasms
D005888,Gingival Pocket,gingival pocket
D005889,Gingival Recession,gingival recession
D005889,Gingival Recession,gingival atrophy
D005891,Gingivitis,gingivitis
D005892,"Gingivitis, Necrotizing Ulcerative",vincent angina
D005892,"Gingivitis, Necrotizing Ulcerative","stomatitis, ulcerative"
D005892,"Gingivitis, Necrotizing Ulcerative","gingivitis, necrotizing ulcerative"
D005896,Glanders,glanders
D005901,Glaucoma,glaucoma
D005902,"Glaucoma, Open-Angle","glaucoma, primary open angle"
D005902,"Glaucoma, Open-Angle",secondary open angle glaucoma
D005902,"Glaucoma, Open-Angle","glaucoma, open-angle"
D005909,Glioblastoma,glioblastoma multiforme
D005909,Glioblastoma,giant cell glioblastoma
D005909,Glioblastoma,glioblastoma
D005910,Glioma,glioma
D005910,Glioma,malignant glioma
D005910,Glioma,mixed glioma
D005918,Glomus Tumor,glomangioma
D005918,Glomus Tumor,glomus tumor
D005921,Glomerulonephritis,bright disease
D005921,Glomerulonephritis,glomerulonephritis
D005922,"Glomerulonephritis, IGA","glomerulonephritis, iga"
D005923,"Glomerulosclerosis, Focal Segmental","hyalinosis, segmental glomerular"
D005923,"Glomerulosclerosis, Focal Segmental","glomerulosclerosis, focal segmental"
D005925,Glomus Jugulare Tumor,glomus jugulare tumor
D005925,Glomus Jugulare Tumor,"glomus tumors, familial, 1"
D005926,Glossalgia,glossalgia
D005926,Glossalgia,glossopyrosis
D005928,Glossitis,glossitis
D005929,"Glossitis, Benign Migratory","glossitis, benign migratory"
D005935,Glucagonoma,glucagonoma
D005953,Glycogen Storage Disease Type I,glycogen storage disease type i
D005955,Glucosephosphate Dehydrogenase Deficiency,glucosephosphate dehydrogenase deficiency
D006008,Glycogen Storage Disease,glycogen storage disease
D006009,Glycogen Storage Disease Type II,adult glycogen storage disease type ii
D006009,Glycogen Storage Disease Type II,"glycogen storage disease type ii, infantile"
D006009,Glycogen Storage Disease Type II,glycogen storage disease type ii
D006009,Glycogen Storage Disease Type II,"glycogen storage disease type ii, juvenile"
D006009,Glycogen Storage Disease Type II,acid maltase deficiency
D006010,Glycogen Storage Disease Type III,glycogen storage disease type iii
D006011,Glycogen Storage Disease Type IV,glycogen storage disease type iv
D006012,Glycogen Storage Disease Type V,glycogen storage disease type v
D006013,Glycogen Storage Disease Type VI,glycogen storage disease type vi
D006014,Glycogen Storage Disease Type VII,glycogen storage disease type vii
D006015,Glycogen Storage Disease Type VIII,glycogen storage disease type viii
D006029,Glycosuria,glycosuria
D006030,"Glycosuria, Renal","glycosuria, renal"
D006042,Goiter,goiter
D006043,"Goiter, Endemic","goiter, endemic"
D006044,"Goiter, Nodular","goiter, nodular"
D006045,"Goiter, Substernal","goiter, substernal"
D006045,"Goiter, Substernal","goiter, intrathoracic"
D006053,Goldenhar Syndrome,hemifacial microsomia
D006053,Goldenhar Syndrome,goldenhar syndrome with ipsilateral radial defect
D006053,Goldenhar Syndrome,goldenhar syndrome
D006058,Gonadal Disorders,gonadal disorders
D006059,Gonadal Dysgenesis,gonadal dysgenesis
D006059,Gonadal Dysgenesis,gonadal agenesis
D006060,"Gonadal Dysgenesis, Mixed","gonadal dysgenesis, mixed"
D006061,"Gonadal Dysgenesis, 46,XY",swyer syndrome
D006061,"Gonadal Dysgenesis, 46,XY","gonadal dysgenesis, 46,xy"
D006069,Gonorrhea,gonorrhea
D006073,Gout,gout
D006086,Graft vs Host Disease,graft vs host disease
D006099,Granuloma,granuloma
D006100,Granuloma Inguinale,granuloma inguinale
D006101,"Granuloma, Giant Cell","granuloma, giant cell"
D006101,"Granuloma, Giant Cell","epulis, giant cell"
D006101,"Granuloma, Giant Cell","granuloma, giant cell reparative"
D006102,"Granuloma, Laryngeal","granuloma, laryngeal"
D006103,"Granuloma, Lethal Midline",polymorphic reticulosis
D006103,"Granuloma, Lethal Midline",granuloma gangraenescens
D006103,"Granuloma, Lethal Midline","granuloma, lethal midline"
D006105,"Granulomatous Disease, Chronic","granulomatous disease, chronic"
D006105,"Granulomatous Disease, Chronic",autosomal recessive chronic granulomatous disease
D006105,"Granulomatous Disease, Chronic","granulomatous disease, chronic, x-linked"
D006106,Granulosa Cell Tumor,granulosa cell tumor
D006106,Granulosa Cell Tumor,granulosa cell cancer
D006111,Graves Disease,graves disease
D006175,Gynatresia,gynatresia
D006175,Gynatresia,asherman syndrome
D006177,Gynecomastia,infant gynecomastia
D006177,Gynecomastia,gynecomastia
D006177,Gynecomastia,adolescent gynecomastia
D006188,Haemonchiasis,haemonchiasis
D006192,Haemophilus Infections,haemophilus influenzae infection
D006192,Haemophilus Infections,haemophilus influenzae type b infection
D006192,Haemophilus Infections,haemophilus infections
D006201,Hair Diseases,plica polonica
D006201,Hair Diseases,plica neuropathica
D006201,Hair Diseases,hair diseases
D006210,Hallermann's Syndrome,hallermann's syndrome
D006211,Pantothenate Kinase-Associated Neurodegeneration,pantothenate kinase-associated neurodegeneration
D006212,Hallucinations,"hallucinations, visual, unformed"
D006212,Hallucinations,hallucinations
D006212,Hallucinations,"hallucinations, hypnapompic"
D006212,Hallucinations,"hallucinations, visual"
D006212,Hallucinations,"hallucinations, olfactory"
D006212,Hallucinations,hallucination of body sensation
D006212,Hallucinations,"hallucinations, kinesthetic"
D006212,Hallucinations,"hallucinations, gustatory"
D006212,Hallucinations,"hallucinations, tactile"
D006212,Hallucinations,"hallucinations, auditory"
D006212,Hallucinations,"hallucinations, mood incongruent"
D006212,Hallucinations,"hallucinations, mood congruent"
D006212,Hallucinations,"hallucinations, dissociative"
D006212,Hallucinations,"hallucinations, hypnagogic"
D006212,Hallucinations,"hallucinations, organic"
D006212,Hallucinations,"hallucinations, elementary"
D006212,Hallucinations,"hallucinations, visual, formed"
D006212,Hallucinations,"hallucinations, somatic"
D006212,Hallucinations,"hallucinations, formed, of people"
D006212,Hallucinations,"hallucinations, internal body sensation"
D006212,Hallucinations,"hallucinations, sensory"
D006212,Hallucinations,"hallucinations, reflex"
D006212,Hallucinations,"hallucinations, verbal auditory"
D006215,Hallux Valgus,hallux valgus
D006222,Hamartoma,hamartoma
D006223,"Hamartoma Syndrome, Multiple",bannayan-riley-ruvalcaba syndrome
D006223,"Hamartoma Syndrome, Multiple",pten hamartoma tumor syndrome
D006223,"Hamartoma Syndrome, Multiple",lhermitte-duclos disease
D006223,"Hamartoma Syndrome, Multiple","hamartoma syndrome, multiple"
D006226,Hand Deformities,hand deformities
D006227,"Hand Deformities, Acquired","hand deformities, acquired"
D006228,"Hand Deformities, Congenital","hand deformities, congenital"
D006229,Hand Dermatoses,hand dermatoses
D006230,Hand Injuries,hand injuries
D006232,"Hand, Foot and Mouth Disease","hand, foot and mouth disease"
D006250,Hartnup Disease,hartnup disease
D006255,"Rhinitis, Allergic, Seasonal","rhinitis, allergic, seasonal"
D006258,Head and Neck Neoplasms,head and neck neoplasms
D006258,Head and Neck Neoplasms,neck neoplasms
D006258,Head and Neck Neoplasms,cancer of head and neck
D006258,Head and Neck Neoplasms,head neoplasms
D006258,Head and Neck Neoplasms,cancer of neck
D006258,Head and Neck Neoplasms,upper aerodigestive tract neoplasms
D006258,Head and Neck Neoplasms,cancer of head
D006259,Craniocerebral Trauma,craniocerebral trauma
D006259,Craniocerebral Trauma,"head injuries, multiple"
D006259,Craniocerebral Trauma,"head injury, minor"
D006259,Craniocerebral Trauma,"head injury, superficial"
D006259,Craniocerebral Trauma,occipital region trauma
D006259,Craniocerebral Trauma,temporal region trauma
D006259,Craniocerebral Trauma,frontal region trauma
D006259,Craniocerebral Trauma,parietal region trauma
D006259,Craniocerebral Trauma,crushing skull injury
D006259,Craniocerebral Trauma,"head injury, open"
D006311,Hearing Disorders,dysacusis
D006311,Hearing Disorders,distorted hearing
D006311,Hearing Disorders,paracousis
D006311,Hearing Disorders,hearing disorders
D006312,"Hearing Loss, Bilateral","hearing loss, bilateral"
D006312,"Hearing Loss, Bilateral",bilateral deafness
D006313,"Hearing Loss, Central",cortical deafness
D006313,"Hearing Loss, Central","hearing loss, central"
D006314,"Hearing Loss, Conductive","hearing loss, conductive"
D006315,"Hearing Loss, Functional","hearing loss, functional"
D006316,"Hearing Loss, High-Frequency","hearing loss, high-frequency"
D006317,"Hearing Loss, Noise-Induced","hearing loss, noise-induced"
D006317,"Hearing Loss, Noise-Induced",acoustic trauma
D006319,"Hearing Loss, Sensorineural","hearing loss, cochlear"
D006319,"Hearing Loss, Sensorineural","hearing loss, sensorineural"
D006322,Heart Aneurysm,heart aneurysm
D006323,Heart Arrest,cardiopulmonary arrest
D006323,Heart Arrest,heart arrest
D006327,Heart Block,auriculo-ventricular dissociation
D006327,Heart Block,heart block
D006330,"Heart Defects, Congenital","heart defects, congenital"
D006331,Heart Diseases,heart diseases
D006332,Cardiomegaly,cardiac hypertrophy
D006332,Cardiomegaly,cardiomegaly
D006333,Heart Failure,myocardial failure
D006333,Heart Failure,"heart failure, right-sided"
D006333,Heart Failure,"heart failure, left-sided"
D006333,Heart Failure,heart decompensation
D006333,Heart Failure,congestive heart failure
D006333,Heart Failure,heart failure
D006335,Heart Injuries,heart injuries
D006335,Heart Injuries,"heart rupture, traumatic"
D006338,Heart Neoplasms,myocardial tumors (rhabdomyomas and fibromas)
D006338,Heart Neoplasms,"primary cardiac tumors, childhood"
D006338,Heart Neoplasms,heart neoplasms
D006338,Heart Neoplasms,heart tumor
D006338,Heart Neoplasms,cardiac carcinoma
D006341,Heart Rupture,ventricular free wall rupture
D006341,Heart Rupture,"free wall rupture, heart"
D006341,Heart Rupture,heart rupture
D006342,"Heart Rupture, Post-Infarction","heart rupture, post-infarction"
D006343,Heart Septal Defects,heart septal defects
D006344,"Heart Septal Defects, Atrial","heart septal defects, atrial"
D006344,"Heart Septal Defects, Atrial",persistent ostium primum
D006344,"Heart Septal Defects, Atrial",ostium secundum atrial septal defect
D006345,"Heart Septal Defects, Ventricular","heart septal defects, ventricular"
D006349,Heart Valve Diseases,heart valve diseases
D006357,Heartwater Disease,heartwater disease
D006359,Heat Exhaustion,heat collapse
D006359,Heat Exhaustion,heat exhaustion
D006362,Heavy Chain Disease,gamma-chain disease
D006362,Heavy Chain Disease,heavy chain disease
D006362,Heavy Chain Disease,mu-chain disease
D006373,Helminthiasis,"infections, nematomorpha"
D006373,Helminthiasis,helminthiasis
D006374,"Helminthiasis, Animal","helminthiasis, animal"
D006390,Hemangioendothelioma,hemangioendothelioma
D006391,Hemangioma,"hemangioma, histiocytoid"
D006391,Hemangioma,chorioangioma
D006391,Hemangioma,angioma
D006391,Hemangioma,hemangioma
D006391,Hemangioma,"hemangioma, intramuscular"
D006392,"Hemangioma, Cavernous","hemangioma, cavernous"
D006392,"Hemangioma, Cavernous","angioma, cavernous"
D006393,Hemangiopericytoma,hemangiopericytoma
D006394,Hemangiosarcoma,hemangiosarcoma
D006395,Hemarthrosis,hemarthrosis
D006396,Hematemesis,hematemesis
D006398,Hematocele,testicular hematocele
D006398,Hematocele,hematocele
D006399,Hematocolpos,hematocolpos
D006402,Hematologic Diseases,hematologic diseases
D006407,"Hematoma, Epidural, Cranial","hematoma, epidural, cranial"
D006408,"Hematoma, Subdural","hematoma, subdural"
D006408,"Hematoma, Subdural","subdural hematoma, traumatic"
D006409,Hematometra,hematometra
D006417,Hematuria,hematuria
D006423,Hemianopsia,binasal hemianopia
D006423,Hemianopsia,bitemporal hemianopia
D006423,Hemianopsia,hemianopsia
D006423,Hemianopsia,altidudinal hemianopia
D006423,Hemianopsia,"hemianopsia, homonymous"
D006423,Hemianopsia,quadrantanopsia
D006425,Hemic and Lymphatic Diseases,hemic and lymphatic diseases
D006429,Hemiplegia,"hemiplegia, flaccid"
D006429,Hemiplegia,monoplegia
D006429,Hemiplegia,"hemiplegia, post-ictal"
D006429,Hemiplegia,"hemiplegia, transient"
D006429,Hemiplegia,"hemiplegia, crossed"
D006429,Hemiplegia,"hemiplegia, infantile"
D006429,Hemiplegia,hemiplegia
D006429,Hemiplegia,"hemiplegia, spastic"
D006432,Hemochromatosis,hemochromatosis
D006432,Hemochromatosis,familial hemochromatosis
D006445,Hemoglobin C Disease,hemoglobin c disease
D006450,Hemoglobin SC Disease,hemoglobin sc disease
D006453,Hemoglobinopathies,hemoglobinopathies
D006456,Hemoglobinuria,hemoglobinuria
D006457,"Hemoglobinuria, Paroxysmal",paroxysmal nocturnal hemoglobinuria
D006457,"Hemoglobinuria, Paroxysmal","hemoglobinuria, paroxysmal"
D006457,"Hemoglobinuria, Paroxysmal",paroxysmal cold hemoglobinuria
D006463,Hemolytic-Uremic Syndrome,hemolytic-uremic syndrome
D006465,Hemoperitoneum,hemoperitoneum
D006467,Hemophilia A,factor viii deficiency
D006467,Hemophilia A,hemophilia a
D006467,Hemophilia A,autosomal hemophilia a
D006468,Hemopneumothorax,hemopneumothorax
D006469,Hemoptysis,hemoptysis
D006471,Gastrointestinal Hemorrhage,gastrointestinal hemorrhage
D006471,Gastrointestinal Hemorrhage,hematochezia
D006472,Oral Hemorrhage,oral hemorrhage
D006473,Postpartum Hemorrhage,postpartum hemorrhage
D006473,Postpartum Hemorrhage,immediate postpartum hemorrhage
D006473,Postpartum Hemorrhage,delayed postpartum hemorrhage
D006474,Hemorrhagic Disorders,hemorrhagic disorders
D006475,Vitamin K Deficiency Bleeding,vitamin k deficiency bleeding
D006475,Vitamin K Deficiency Bleeding,hemorrhagic disease of newborn
D006478,"Hemorrhagic Fever, American","hemorrhagic fever, argentinian"
D006478,"Hemorrhagic Fever, American","hemorrhagic fever, bolivian"
D006478,"Hemorrhagic Fever, American","hemorrhagic fever, american"
D006478,"Hemorrhagic Fever, American",brazilian hemorrhagic fever
D006479,"Hemorrhagic Fever, Crimean","hemorrhagic fever, crimean"
D006480,Hemorrhagic Fever with Renal Syndrome,nephropathia epidemica
D006480,Hemorrhagic Fever with Renal Syndrome,hemorrhagic fever with renal syndrome
D006481,"Hemorrhagic Fever, Omsk","hemorrhagic fever, omsk"
D006482,"Hemorrhagic Fevers, Viral","hemorrhagic fevers, viral"
D006483,Hemorrhagic Septicemia,hemorrhagic septicemia
D006483,Hemorrhagic Septicemia,hemorrhagic bacteremia
D006484,Hemorrhoids,hemorrhoids
D006486,Hemosiderosis,hemosiderosis
D006491,Hemothorax,hemothorax
D006501,Hepatic Encephalopathy,fulminant hepatic failure with cerebral edema
D006501,Hepatic Encephalopathy,hepatic coma
D006501,Hepatic Encephalopathy,hepatic encephalopathy
D006501,Hepatic Encephalopathy,hepatic stupor
D006502,Budd-Chiari Syndrome,hepatic vein thrombosis
D006502,Budd-Chiari Syndrome,budd-chiari syndrome
D006504,Hepatic Veno-Occlusive Disease,hepatic veno-occlusive disease
D006505,Hepatitis,hepatitis
D006506,Hepatitis A,hepatitis a
D006509,Hepatitis B,hepatitis b
D006519,"Hepatitis, Alcoholic","hepatitis, alcoholic"
D006519,"Hepatitis, Alcoholic",chronic alcoholic hepatitis
D006520,"Hepatitis, Animal","hepatitis, animal"
D006521,"Hepatitis, Chronic","hepatitis, chronic persistent"
D006521,"Hepatitis, Chronic",cryptogenic chronic hepatitis
D006521,"Hepatitis, Chronic","hepatitis, chronic active"
D006521,"Hepatitis, Chronic","hepatitis, chronic"
D006522,"Hepatitis, Infectious Canine","hepatitis, infectious canine"
D006524,"Hepatitis, Viral, Animal","hepatitis, viral, animal"
D006525,"Hepatitis, Viral, Human","hepatitis, viral, human"
D006526,Hepatitis C,hepatitis c
D006527,Hepatolenticular Degeneration,hepatolenticular degeneration
D006527,Hepatolenticular Degeneration,hepatic form of wilson disease
D006528,"Carcinoma, Hepatocellular","carcinoma, hepatocellular"
D006529,Hepatomegaly,hepatomegaly
D006530,Hepatorenal Syndrome,hepatorenal syndrome
D006549,"Hernia, Diaphragmatic, Traumatic","hernia, diaphragmatic, traumatic"
D006554,"Hernia, Umbilical",omphalocele
D006554,"Hernia, Umbilical","hernia, umbilical"
D006556,Heroin Dependence,heroin smoking
D006556,Heroin Dependence,heroin abuse
D006556,Heroin Dependence,heroin dependence
D006557,Herpangina,herpangina
D006558,Herpes Genitalis,herpes genitalis
D006559,Pemphigoid Gestationis,pemphigoid gestationis
D006560,Herpes Labialis,herpes labialis
D006561,Herpes Simplex,herpes simplex
D006562,Herpes Zoster,herpes zoster
D006563,Herpes Zoster Ophthalmicus,herpes zoster ophthalmicus
D006566,Herpesviridae Infections,herpesviridae infections
D006566,Herpesviridae Infections,b virus infection
D006607,"Adenoma, Sweat Gland","adenoma, sweat gland"
D006610,High Pressure Neurological Syndrome,experimental high pressure neurological syndrome
D006610,High Pressure Neurological Syndrome,high pressure neurological syndrome
D006616,Hip Contracture,hip contracture
D006617,Hip Dislocation,hip dislocation
D006617,Hip Dislocation,hip dysplasia
D006618,"Hip Dislocation, Congenital","hip dysplasia, congenital, nonsyndromic"
D006618,"Hip Dislocation, Congenital","hip dislocation, congenital"
D006619,"Hip Dysplasia, Canine","hip dysplasia, canine"
D006620,Hip Fractures,subtrochanteric fractures
D006620,Hip Fractures,trochanteric fractures
D006620,Hip Fractures,"trochlear fractures, femur"
D006620,Hip Fractures,hip fractures
D006620,Hip Fractures,intertrochanteric fractures
D006623,von Hippel-Lindau Disease,von hippel-lindau disease
D006627,Hirschsprung Disease,"aganglionosis, rectosigmoid colon"
D006627,Hirschsprung Disease,"aganglionosis, colonic"
D006627,Hirschsprung Disease,hirschsprung disease
D006627,Hirschsprung Disease,congenital intestinal aganglionosis
D006628,Hirsutism,hirsutism
D006646,"Histiocytosis, Langerhans-Cell",hashimoto-pritzger disease
D006646,"Histiocytosis, Langerhans-Cell","histiocytosis, langerhans-cell"
D006646,"Histiocytosis, Langerhans-Cell",pulmonary histiocytosis x
D006646,"Histiocytosis, Langerhans-Cell",hand-schueller-christian syndrome
D006646,"Histiocytosis, Langerhans-Cell",letterer-siwe disease
D006660,Histoplasmosis,disseminated histoplasmosis
D006660,Histoplasmosis,histoplasmosis
D006660,Histoplasmosis,histoplasma duboisii infection
D006660,Histoplasmosis,histoplasma capsulatum infection
